"time","sp","msl","u10","v10","t2m","d2m","speed","horizon","is_origin"
2017-02-18 12:00:00,102426.836,102425.19,4.077156,6.0068274,278.82584,277.53238,7.25983308773189,12,0
2017-02-19 12:00:00,101574.66,101573.69,7.1708264,-1.3832123,279.99783,278.4206,7.30301496135728,12,0
2017-02-20 12:00:00,100737.6,100736.19,10.834718,2.697931,280.76553,279.61798,11.1655696594614,12,0
2017-02-21 12:00:00,101029.39,101028.37,8.299291,-1.4374824,279.7743,277.4367,8.42286096008896,12,0
2017-02-22 12:00:00,99800.82,99799.38,13.77,0.07138494,280.0295,275.99707,13.7701850317873,12,0
2017-02-23 12:00:00,98265.67,98264.695,5.1768837,11.952557,280.0631,278.70486,13.0255035864866,12,0
2017-02-24 12:00:00,101002.44,101001.28,5.6555734,-6.561193,278.49146,272.02777,8.66226090960302,12,0
2017-02-25 12:00:00,100918.18,100917.28,7.8133516,11.314812,279.39883,277.8364,13.7503975877269,12,0
2017-02-26 12:00:00,100293.42,100292.09,9.531794,5.4035187,280.4463,279.1875,10.9568750654411,12,0
2017-02-27 12:00:00,99228.41,99227.516,2.357616,11.429627,280.14493,278.13568,11.6702496358298,12,0
2017-02-28 12:00:00,98293.99,98292.48,10.7497635,7.503708,278.0916,274.32437,13.1096548030525,12,0
2017-02-01 18:00:00,101092.02,101090.984,-6.5607553,9.56593,278.44986,275.6525,11.5995916683036,18,0
2017-02-02 18:00:00,100251.91,100250.59,-4.718044,9.020848,281.24045,279.58698,10.1801590274926,18,0
2017-02-03 18:00:00,100102.97,100101.62,-2.3122478,4.345925,279.95227,279.3283,4.9227587787977,18,0
2017-02-04 18:00:00,100124.02,100122.78,-2.3787613,1.9418105,279.00354,277.8486,3.07068939169821,18,0
2017-02-05 18:00:00,100675.91,100674.266,-5.6291246,3.1454203,278.62997,276.87772,6.44831083509296,18,0
2017-02-06 18:00:00,102158.22,102157.2,-10.733153,5.1730056,277.90134,273.183,11.9147203181208,18,0
2017-02-07 18:00:00,102306.19,102304.664,-12.850708,3.1197832,275.99597,270.39026,13.2239836401996,18,0
2017-02-08 18:00:00,103195.66,103194.56,-9.115054,-0.93544304,274.7,268.43857,9.16292874052835,18,0
2017-02-09 18:00:00,103159.17,103157.83,-10.248655,0.6083339,274.02637,269.4106,10.2666936957773,18,0
2017-02-10 18:00:00,102578.61,102577.28,-11.340843,2.5271916,275.57703,272.11893,11.619011030796,18,0
2017-02-11 18:00:00,102781.445,102780.01,-14.043444,-1.3669652,275.28198,272.38574,14.1098162014658,18,0
2017-02-12 18:00:00,103453.22,103451.88,-12.3231,0.15949747,276.38342,273.7127,12.324132141978,18,0
2017-02-13 18:00:00,103489.87,103488.695,-10.3655,2.236371,277.89276,274.22305,10.6040061061677,18,0
2017-02-14 18:00:00,103216.53,103215.03,-4.2853804,5.609096,278.52408,274.35815,7.05878481821908,18,0
2017-02-15 18:00:00,102889.33,102887.984,2.1055574,6.885547,280.22156,277.51984,7.20028676192162,18,0
2017-02-16 18:00:00,102173.164,102172.13,8.643102,3.329884,279.77438,277.831,9.26236145029225,18,0
2017-02-17 18:00:00,102453.22,102451.766,3.4099445,-3.6504126,279.45422,278.22437,4.99532117519174,18,0
2017-02-18 18:00:00,102110.75,102109.734,6.5798583,7.9279222,279.38287,277.4109,10.302741657313,18,0
2017-02-19 18:00:00,101583.26,101581.98,6.930612,-1.3517691,279.78787,278.7043,7.06120828146705,18,0
2017-02-20 18:00:00,100633.1,100631.75,11.506325,-2.6789021,281.3379,279.64972,11.8140607526375,18,0
2017-02-21 18:00:00,100844.555,100843.33,6.4804587,5.500604,279.3158,277.82947,8.50017584095892,18,0
2017-02-22 18:00:00,99643.43,99642.266,14.710257,1.0136658,280.2401,276.01636,14.7451408728482,18,0
2017-02-23 18:00:00,97679.5,97678.484,6.510082,1.8460407,279.41223,277.27304,6.76675948388743,18,0
2017-02-24 18:00:00,101363.65,101362.06,6.6459417,-6.152272,278.51837,272.23077,9.05643372646114,18,0
2017-02-25 18:00:00,100521.97,100521.12,10.923438,9.096718,280.38287,278.26105,14.2151952540712,18,0
2017-02-26 18:00:00,100111.57,100110.305,5.386511,9.653047,280.17316,279.2027,11.0542216884469,18,0
2017-02-27 18:00:00,98463.01,98461.58,1.3950701,11.165698,280.09268,278.1813,11.2525122710939,18,0
2017-02-28 18:00:00,98494.48,98492.805,10.342031,5.919464,278.4519,274.1853,11.9162770718147,18,0
2017-02-02 00:00:00,100807.7,100806.734,-3.7927632,8.746142,279.0124,277.0351,9.53310298777047,24,0
2017-02-03 00:00:00,100170.7,100169.375,-2.8361146,8.365019,280.79535,279.06128,8.83272828149344,24,0
2017-02-04 00:00:00,99788.734,99787.195,-5.1628103,6.3994193,280.0197,279.19037,8.22235839470639,24,0
2017-02-05 00:00:00,100163,100161.17,-6.2538466,0.38890216,279.3545,277.70508,6.2659270811576,24,0
2017-02-06 00:00:00,101219.03,101217.53,-5.565391,0.88430613,278.31662,276.71442,5.63520845350344,24,0
2017-02-07 00:00:00,102169.625,102168.81,-9.818471,5.7787943,276.98267,272.89874,11.3928414515236,24,0
2017-02-08 00:00:00,102578.555,102577,-12.46548,2.625784,275.00058,269.8963,12.7390318802119,24,0
2017-02-09 00:00:00,103333.4,103332.22,-7.9293337,0.20929003,274.3275,268.37366,7.93209526182163,24,0
2017-02-10 00:00:00,103075.37,103073.98,-8.575381,0.84937465,274.5371,269.40955,8.61734278018599,24,0
2017-02-11 00:00:00,102637.06,102635.22,-9.778504,1.9781835,275.54608,272.34528,9.97659012076211,24,0
2017-02-12 00:00:00,102956.31,102954.7,-12.931558,-2.2925193,275.21478,271.80258,13.1331959951962,24,0
2017-02-13 00:00:00,103598.62,103597.31,-10.577546,2.5248477,276.0537,273.0711,10.8747108141004,24,0
2017-02-14 00:00:00,103428.89,103427.66,-8.638315,3.6857014,277.36093,274.0607,9.3917453569178,24,0
2017-02-15 00:00:00,103208.664,103207.74,-1.9497457,5.2599,278.42294,275.27948,5.6096395877693,24,0
2017-02-16 00:00:00,102703.01,102701.85,6.28272,6.442459,280.55255,279.4007,8.99876928057837,24,0
2017-02-17 00:00:00,101890.74,101889.61,9.202648,2.6859355,279.74585,277.78705,9.5866041809425,24,0
2017-02-18 00:00:00,102558.5,102557.02,4.2868023,-1.402514,279.0689,278.48077,4.51040125481994,24,0
2017-02-19 00:00:00,101779.93,101778.09,7.9986153,6.8588595,279.53363,278.06467,10.5366883012707,24,0
2017-02-20 00:00:00,101431.31,101430.17,8.974129,3.6533513,280.10098,278.70306,9.68927071713102,24,0
2017-02-21 00:00:00,100779.055,100777.83,9.3705,-1.8857563,280.43268,278.73895,9.55836529292482,24,0
2017-02-22 00:00:00,99859.19,99857.875,13.678729,4.8866386,281.41898,279.85077,14.5253868747945,24,0
2017-02-23 00:00:00,99784.26,99783.5,12.6430435,-2.8741965,280.08664,276.08484,12.9656297364804,24,0
2017-02-24 00:00:00,99189.164,99187.71,5.2673106,-12.600865,278.51093,271.08502,13.6574653470217,24,0
2017-02-25 00:00:00,101543.67,101542.68,6.0431247,0.10728848,278.79358,272.75836,6.04407701454,24,0
2017-02-26 00:00:00,100442.31,100441.02,10.682082,6.066129,280.48907,278.70834,12.2843313574392,24,0
2017-02-27 00:00:00,99965.52,99963.8,8.947335,10.056678,280.83228,278.505,13.4607420299889,24,0
2017-02-28 00:00:00,98139.766,98138.73,6.986289,10.150918,278.5888,276.35913,12.3227176480777,24,0
2017-03-01 00:00:00,98754.3,98752.83,10.215827,5.0402036,278.6447,275.77084,11.3915220064477,24,0
2017-03-01 00:00:00,98797.94,98796.336,9.818624,2.620181,278.9608,275.77966,10.1622205115879,0,1
2017-03-02 00:00:00,99371.47,99370.21,4.872583,6.0678964,278.90274,276.8042,7.7821225776148,0,1
2017-03-03 00:00:00,100830.7,100829.72,10.058203,3.787707,280.04285,276.44217,10.7477519466658,0,1
2017-03-04 00:00:00,99609.45,99608.695,-6.5152607,5.524691,279.3369,276.9109,8.54229668382253,0,1
